time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/learning_rate,train/clip_fraction,train/explained_variance,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/loss,train/value_loss
291,272384,133,22.03,0.8,933,0.0001,0.004736328125,0.4316311,1320,-0.4546636865474284,-0.0003212697782146279,0.0012238881,0.2,0.011912981048226357,0.051181858661584555
292,274432,134,20.89,0.94,936,0.0001,0.0330078125,0.34365535,1330,-0.502686714567244,-0.001652108581038192,0.0054837805,0.2,0.024648122489452362,0.06840798489865847
294,276480,135,21.92,0.92,940,0.0001,0.01484375,0.5264256,1340,-0.4803585180081427,-0.0015889233880443498,0.0052897814,0.2,0.012507914565503597,0.037803892459487544
295,278528,136,22.23,0.88,943,0.0001,0.00888671875,0.47404152,1350,-0.4652451116591692,-0.0004878731437202077,0.0039060796,0.2,0.021334713324904442,0.04499946691794321
296,280576,137,21.69,0.88,946,0.0001,0.00732421875,0.3067212,1360,-0.49675581669434904,-0.0014876371555146762,0.0020870562,0.2,0.02134016901254654,0.06272224388667383
297,282624,138,22.13,0.92,949,0.0001,0.000244140625,0.42990267,1370,-0.4951777092181146,-5.8594986694515685e-05,0.0002332972,0.2,0.039646562188863754,0.04789598305360414
298,284672,139,21.44,0.92,952,0.0001,0.014111328125,0.42454535,1380,-0.47896607518196105,-0.002089034951495705,0.0020457057,0.2,0.00411261897534132,0.04931159453699365
299,286720,140,21.34,0.98,955,0.0001,0.001318359375,0.45189035,1390,-0.5113273256458342,-0.0003157597006065771,0.0034044795,0.2,0.030058981850743294,0.046117678814334796
301,288768,141,21.52,0.86,958,0.0001,0.099462890625,0.62799,1400,-0.46583283189684155,-0.010535080017143627,0.00852263,0.2,0.010118182748556137,0.027360970433801413
302,290816,142,21.67,0.86,961,0.0001,0.009375,0.42546296,1410,-0.4860633133910596,-0.0007588603482872713,0.005298217,0.2,0.016620591282844543,0.054696357296779755
303,292864,143,23.26,0.94,964,0.0001,0.029541015625,0.43674433,1420,-0.4631930421106517,-0.0033063112841773545,0.0072067226,0.2,2.46390700340271e-05,0.055244823702378196
304,294912,144,25.22,0.92,967,0.0001,0.0224609375,0.5594059,1430,-0.42950248355045917,-0.002019787294557318,0.0059284125,0.2,0.009896389208734035,0.03561213098582812
305,296960,145,22.61,0.84,970,0.0001,0.032958984375,0.5196949,1440,-0.44363469975069164,-0.0016096549181384035,0.0038984362,0.2,0.013012977316975594,0.039357641743845304
307,299008,146,22.42,0.9,973,0.0001,0.0490234375,0.35514897,1450,-0.4898991368710995,-0.0027100870436697734,0.0049858624,0.2,0.006709582172334194,0.06341593334800563
308,301056,147,21.59,0.9,976,0.0001,0.017041015625,0.5197377,1460,-0.5019503791816533,-0.0025905272908858024,0.0057533486,0.2,0.02885850891470909,0.038306590539286846
309,303104,148,21.35,0.92,979,0.0001,0.00732421875,0.37130165,1470,-0.5277637659572065,-0.0007962079180288129,0.00095426705,0.2,0.030839167535305023,0.05526885818690062
310,305152,149,22.62,0.9,982,0.0001,0.04169921875,0.47759682,1480,-0.47220763210207223,-0.003257182984816609,0.007743748,0.2,0.027464894577860832,0.04482447689515538
311,307200,150,21.43,0.94,985,0.0001,0.048828125,0.39798558,1490,-0.5146546170115471,-0.002785586605023127,0.0060214754,0.2,0.023286201059818268,0.0524830125272274
313,309248,151,22.33,0.86,987,0.0001,0.0798828125,0.5093297,1500,-0.4688485904596746,-0.007330391425057314,0.008707193,0.2,0.028074879199266434,0.039851940685184675
