rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/fps,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/loss,train/explained_variance,train/approx_kl,train/value_loss,train/n_updates,train/learning_rate
21.9,564,221184,0.86,108,392,-2.94412023499608,0.0517578125,-0.010474497204268119,0.2,0.007089873775839806,0.29544628,0.008876043,0.059817712509538976,1070,0.0001
21.47,569,223232,0.86,109,392,-2.9737621687352656,0.05625,-0.010125104588223622,0.2,0.02440233714878559,0.33382624,0.008240426,0.05611905694822781,1080,0.0001
21.46,574,225280,1.0,110,391,-2.9575983665883543,0.0599609375,-0.011331727866490837,0.2,0.016480324789881706,0.34394383,0.008647825,0.06195262857363559,1090,0.0001
21.56,580,227328,0.86,111,391,-2.885413534194231,0.074658203125,-0.010220939642749727,0.2,-0.00745535921305418,0.63769543,0.0071524195,0.023958528827643023,1100,0.0001
21.56,585,229376,0.96,112,391,-2.8906319558620455,0.03828125,-0.007875919291109312,0.2,0.01517205499112606,0.3018089,0.007640155,0.0598216789541766,1110,0.0001
22.0,590,231424,0.9,113,391,-2.900892428308725,0.05400390625,-0.010410634209256387,0.2,0.00030683912336826324,0.453897,0.008465381,0.03440502649755217,1120,0.0001
23.93,596,233472,0.94,114,391,-2.9120628617703916,0.074658203125,-0.01578117796670995,0.2,0.003973301500082016,0.27288163,0.012338577,0.055239208124112336,1130,0.0001
20.36,601,235520,0.86,115,391,-2.963974756747484,0.0765625,-0.012282668442639987,0.2,-0.006137296557426453,0.43498635,0.009392652,0.037321210038498975,1140,0.0001
21.62,606,237568,0.9,116,391,-2.98878016397357,0.0595703125,-0.011474637810169951,0.2,-0.012475484982132912,0.45735002,0.009659365,0.05130806253873743,1150,0.0001
21.01,612,239616,0.9,117,391,-3.019903553277254,0.05673828125,-0.009532137921632966,0.2,0.013147410936653614,0.38588595,0.008459688,0.05227657356590498,1160,0.0001
22.01,617,241664,0.86,118,391,-2.964112298935652,0.05908203125,-0.011673932457051705,0.2,-0.012676399201154709,0.4246242,0.007921133,0.04969166885130107,1170,0.0001
20.74,622,243712,0.88,119,391,-2.9684930853545666,0.039208984375,-0.008050746887602146,0.2,-0.03128620982170105,0.33664846,0.008766543,0.06256954807322472,1180,0.0001
21.62,628,245760,0.96,120,391,-2.953994978964329,0.034814453125,-0.009929078427376226,0.2,0.010166497901082039,0.41584253,0.006326936,0.053555066068656745,1190,0.0001
21.81,633,247808,0.92,121,391,-2.913613846898079,0.05107421875,-0.011204641756194178,0.2,-0.015739239752292633,0.59743387,0.009017596,0.028131629325798713,1200,0.0001
22.86,639,249856,0.86,122,390,-2.964388072490692,0.05869140625,-0.011096189961244817,0.2,0.029968243092298508,0.3908379,0.0071334243,0.047851715330034496,1210,0.0001
20.98,644,251904,0.9,123,390,-2.958871939778328,0.05341796875,-0.011117716242733878,0.2,0.019905708730220795,0.3448456,0.008514046,0.05779832554399036,1220,0.0001
21.32,649,253952,0.94,124,390,-2.989291812479496,0.054052734375,-0.01208801291140844,0.2,-0.00860404409468174,0.44915044,0.0075356625,0.04763182287570089,1230,0.0001
21.43,655,256000,0.84,125,390,-2.9834774218499662,0.05244140625,-0.010877517703920602,0.2,-0.0022492241114377975,0.5532226,0.0065180203,0.0344740910892142,1240,0.0001
22.58,660,258048,0.96,126,390,-2.9405201219022272,0.066015625,-0.010800353132071904,0.2,0.044726911932229996,0.3444832,0.0065754508,0.06255470647010952,1250,0.0001
21.5,665,260096,0.92,127,390,-2.9530706450343134,0.068017578125,-0.013667313658515923,0.2,-0.0040268804877996445,0.55333245,0.0096945735,0.03167389337031636,1260,0.0001
18.91,670,262144,0.96,128,390,-2.9911166854202746,0.056298828125,-0.009744494281767402,0.2,0.007791128475219011,0.40978134,0.0066074384,0.04672328224987723,1270,0.0001
20.74,676,264192,0.9,129,390,-2.9083417803049088,0.09873046875,-0.011670668741862756,0.2,-0.03224865347146988,0.53597075,0.0092706075,0.03722834005020559,1280,0.0001
20.57,681,266240,0.84,130,390,-2.912892869114876,0.069775390625,-0.011533842692733743,0.2,0.00583670474588871,0.47833508,0.008477561,0.04584184181585442,1290,0.0001
22.04,686,268288,0.88,131,390,-2.882896073907614,0.056298828125,-0.010199236961489078,0.2,0.009600608609616756,0.41571546,0.008160293,0.05737285472569056,1300,0.0001
21.53,692,270336,0.92,132,390,-2.862813717871904,0.044873046875,-0.008934297261293977,0.2,-0.012090824544429779,0.3815679,0.0069495197,0.05507760786567815,1310,0.0001
21.26,697,272384,0.86,133,390,-2.872125634551048,0.094921875,-0.013618674530880526,0.2,-0.0017069987952709198,0.48948544,0.012255916,0.042043391574406994,1320,0.0001
20.22,702,274432,0.92,134,390,-2.8751352675259114,0.06318359375,-0.009013848951144609,0.2,0.039495982229709625,0.35247874,0.0069634775,0.0593226523080375,1330,0.0001
21.2,708,276480,0.96,135,390,-2.868060274422169,0.063037109375,-0.011416669138998258,0.2,-0.025071704760193825,0.4360866,0.008791716,0.04700372991501354,1340,0.0001
20.32,713,278528,0.88,136,390,-2.861950358003378,0.044140625,-0.010063115615048445,0.2,0.0004440564662218094,0.545128,0.007811028,0.0325364474701928,1350,0.0001
20.81,718,280576,0.84,137,390,-2.8604368291795255,0.078271484375,-0.012736136423336574,0.2,0.05661135911941528,0.31134903,0.009691,0.05726138330064714,1360,0.0001
21.11,723,282624,0.84,138,390,-2.80147100687027,0.04140625,-0.009509732353035361,0.2,0.059625331312417984,0.28395474,0.006546867,0.06792474571266212,1370,0.0001
21.95,729,284672,0.9,139,390,-2.8174281634390352,0.040380859375,-0.010577406913944288,0.2,0.022855175659060478,0.31438017,0.007930843,0.06431078179157339,1380,0.0001
22.84,734,286720,0.94,140,390,-2.796255588531494,0.049609375,-0.010201827552373288,0.2,0.0200547743588686,0.34309268,0.00916701,0.05543354774126783,1390,0.0001
21.55,739,288768,0.96,141,390,-2.806908879429102,0.032080078125,-0.010524150826677214,0.2,0.009513098746538162,0.45516008,0.006768905,0.04268689193995669,1400,0.0001
20.1,745,290816,0.92,142,390,-2.8095646373927594,0.0541015625,-0.010581065555743407,0.2,0.0039864759892225266,0.5536506,0.006624992,0.03220388298504986,1410,0.0001
21.85,750,292864,0.94,143,390,-2.8202531531453134,0.03291015625,-0.009994048476801253,0.2,0.023509865626692772,0.48094898,0.0068152333,0.043555583877605386,1420,0.0001
21.84,755,294912,0.88,144,390,-2.777627743780613,0.054248046875,-0.00960306022388977,0.2,-0.008893097750842571,0.49659038,0.008834482,0.03933225659420714,1430,0.0001
21.31,760,296960,0.98,145,390,-2.7674692541360857,0.04189453125,-0.008457901367364684,0.2,0.029818782582879066,0.33159584,0.007320625,0.056644281884655354,1440,0.0001
21.92,766,299008,0.92,146,390,-2.7359353050589563,0.037451171875,-0.009251527921878732,0.2,-0.0025208238512277603,0.5430454,0.0064463494,0.027977897025994024,1450,0.0001
20.27,771,301056,0.96,147,390,-2.760780981183052,0.085498046875,-0.015514398168306798,0.2,-0.007493846118450165,0.32857555,0.012062527,0.049980557878734545,1460,0.0001
21.52,776,303104,0.9,148,390,-2.7177115879952907,0.04833984375,-0.010113870116765612,0.2,0.008582673966884613,0.51985526,0.008024854,0.03357372261525597,1470,0.0001
20.77,782,305152,0.96,149,390,-2.6841990858316422,0.076220703125,-0.012606386929110158,0.2,-0.01118767261505127,0.34070957,0.007962566,0.055124400660861286,1480,0.0001
21.98,787,307200,0.86,150,390,-2.6740955740213392,0.08330078125,-0.0129464285026188,0.2,-0.026020094752311707,0.59320986,0.010025304,0.02952243339677807,1490,0.0001
20.62,792,309248,0.86,151,390,-2.67468099668622,0.033984375,-0.010583499491622206,0.2,0.019833847880363464,0.18829292,0.0056005837,0.07029360898886808,1500,0.0001
20.15,797,311296,0.88,152,390,-2.6111393101513385,0.05791015625,-0.011604424958932213,0.2,0.024214470759034157,0.3882162,0.008442212,0.055501621711300686,1510,0.0001
21.2,803,313344,0.9,153,390,-2.654669736325741,0.03818359375,-0.010003634667373262,0.2,0.02924722619354725,0.36608034,0.0077206735,0.05629539103829302,1520,0.0001
21.7,808,315392,0.9,154,390,-2.601313529163599,0.049560546875,-0.007956904952879994,0.2,0.01832149177789688,0.43978602,0.0073978966,0.04820744997705333,1530,0.0001
21.36,813,317440,0.86,155,390,-2.625842648744583,0.033740234375,-0.007248451914347242,0.2,0.014457461424171925,0.3797745,0.007677501,0.05072048745059874,1540,0.0001
