time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/learning_rate,train/clip_fraction,train/explained_variance,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/loss,train/value_loss
268,270336,132,19.58,1.0,1006,0.0001,0.04052734375,0.364299,1310,-1.8289713438600301,-0.008559234462518361,0.0073025413,0.2,0.03950580954551697,0.05372362431953661
270,272384,133,18.61,0.98,1006,0.0001,0.08515625,0.58296525,1320,-1.7241461347788571,-0.012202342590171611,0.011629451,0.2,-0.0053407009690999985,0.023627948490320703
272,274432,134,19.77,0.92,1006,0.0001,0.02294921875,0.48788732,1330,-1.683840176090598,-0.004541546912514604,0.004918257,0.2,-0.008765682578086853,0.03683820287697017
274,276480,135,19.68,0.9,1006,0.0001,0.0271484375,0.44139636,1340,-1.6970968727022409,-0.004935686403769068,0.0062318947,0.2,-0.014261538162827492,0.046011276444187385
276,278528,136,21.1,0.92,1006,0.0001,0.0685546875,0.34279191,1350,-1.7223773188889027,-0.009335007821209728,0.0049212975,0.2,0.011120840907096863,0.05654661192384083
278,280576,137,20.17,0.94,1006,0.0001,0.0541015625,0.5073936,1360,-1.7434946078807116,-0.006920075633388478,0.0075077955,0.2,0.017044739797711372,0.037992035126080737
280,282624,138,19.54,0.98,1006,0.0001,0.056787109375,0.366336,1370,-1.8167688127607107,-0.006127125884813722,0.010233711,0.2,-0.018128089606761932,0.046195347254979424
282,284672,139,18.48,0.96,1006,0.0001,0.070263671875,0.58031774,1380,-1.8232612788677216,-0.008927807035797741,0.0066612777,0.2,0.011116624809801579,0.027503346547018737
284,286720,140,17.88,0.98,1006,0.0001,0.04560546875,0.5671734,1390,-1.7991439379751681,-0.009146671975031495,0.0068502645,0.2,-0.005802232772111893,0.031461409694748
286,288768,141,19.93,0.94,1006,0.0001,0.03935546875,0.62628573,1400,-1.7977533865720035,-0.006559123650367838,0.0051596104,0.2,-0.0005593998357653618,0.025446308226673865
289,290816,142,19.71,0.96,1006,0.0001,0.044921875,0.45915103,1410,-1.7751265861093999,-0.005924782545480412,0.007825553,0.2,0.027955638244748116,0.04136836779071018
291,292864,143,18.9,0.88,1006,0.0001,0.052001953125,0.5044509,1420,-1.7766752265393735,-0.010047365110949613,0.0069874283,0.2,0.03926682099699974,0.033133671019459146
293,294912,144,18.5,0.96,1005,0.0001,0.04052734375,0.38425934,1430,-1.7626815762370824,-0.006577614943671506,0.005201663,0.2,0.0473824106156826,0.05608398800250143
295,296960,145,18.92,0.92,1005,0.0001,0.035595703125,0.5190781,1440,-1.7324313007295131,-0.008111065049888566,0.005292626,0.2,0.0051733097061514854,0.036869896639836953
297,299008,146,20.85,0.94,1005,0.0001,0.020166015625,0.44848996,1450,-1.6808309633284808,-0.00470654665841721,0.0038055768,0.2,0.005919169634580612,0.045567160536302255
299,301056,147,21.34,0.96,1005,0.0001,0.072607421875,0.4987896,1460,-1.725905593112111,-0.009020723731373437,0.007035942,0.2,-0.0052210483700037,0.03723494547884911
301,303104,148,19.08,0.84,1005,0.0001,0.03369140625,0.48035294,1470,-1.7491297908127308,-0.004209654373698868,0.004703494,0.2,-0.014320077374577522,0.03846551689202897
303,305152,149,18.96,0.98,1005,0.0001,0.026611328125,0.30298233,1480,-1.7598998587578536,-0.00462685498278006,0.0042611226,0.2,0.016998203471302986,0.07291510838549584
305,307200,150,18.38,0.96,1005,0.0001,0.047021484375,0.52421063,1490,-1.7440845269709826,-0.009099406453424308,0.010476844,0.2,0.002180563285946846,0.03342770264716819
307,309248,151,20.24,0.96,1005,0.0001,0.04814453125,0.5179697,1500,-1.694121951982379,-0.007325238590419758,0.0049333647,0.2,0.013256022706627846,0.03711083930975292
309,311296,152,19.23,0.9,1004,0.0001,0.033935546875,0.56010294,1510,-1.6788013841956855,-0.004704303825565148,0.0053881137,0.2,-0.009744755923748016,0.034331413259496915
311,313344,153,19.81,0.96,1004,0.0001,0.022119140625,0.39359653,1520,-1.6728859249502421,-0.0039055978937540202,0.004429549,0.2,0.04843594878911972,0.05486681844340637
313,315392,154,19.4,0.92,1004,0.0001,0.04140625,0.4985417,1530,-1.6914061229676007,-0.008289105858420954,0.0051710657,0.2,0.014477770775556564,0.037222164653940126
