rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/fps,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/loss,train/explained_variance,train/approx_kl,train/value_loss,train/n_updates,train/learning_rate
81.52,1,2048,-0.52,1,1404,,,,,,,,,,
94.13953488372093,4,4096,-0.5348837209302325,2,961,-1.3853455796837806,0.0048828125,-0.006295739735651296,0.2,-0.0017023589462041855,-0.37830126,0.0029073134,0.041135042473615616,10,0.0001
111.36538461538461,7,6144,-0.34615384615384615,3,874,-1.38203239813447,0.010302734375,-0.00557306290975248,0.2,0.01504368893802166,0.054011106,0.0015323965,0.028292178895208055,20,0.0001
112.77142857142857,9,8192,-0.2857142857142857,4,836,-1.3777006156742573,0.002392578125,-0.004102630238776328,0.2,-0.006670769304037094,-0.44266474,0.002337438,0.014898751228611219,30,0.0001
115.56976744186046,12,10240,-0.27906976744186046,5,815,-1.3767108619213104,0.0,-0.0010766215644252952,0.2,0.004573876038193703,-0.060411215,0.0011836656,0.032935696951608404,40,0.0001
123.71428571428571,15,12288,-0.25510204081632654,6,801,-1.3704542152583599,0.006689453125,-0.0045975158942383135,0.2,0.01326722837984562,0.0032573938,0.0039848634,0.028735837998101487,50,0.0001
125.27,18,14336,-0.21,7,792,-1.3428919952362777,0.03974609375,-0.008337623120314674,0.2,0.0021598725579679012,0.010697246,0.0056093982,0.019765722696138254,60,0.0001
137.8,20,16384,-0.01,8,784,-1.3070951413363219,0.0423828125,-0.006693613816605648,0.2,0.006657054647803307,0.018054605,0.010647296,0.032139530427230056,70,0.0001
114.97,23,18432,0.25,9,779,-1.3083148751407863,0.084765625,-0.01010000603928347,0.2,-0.019218873232603073,0.09799224,0.007944658,0.0217399927911174,80,0.0001
85.56,26,20480,0.56,10,774,-1.2537779066711665,0.15087890625,-0.01556205132510513,0.2,-0.009149848483502865,0.43992925,0.0134246,0.02542504274606472,90,0.0001
56.87,29,22528,0.72,11,771,-1.2086226291954518,0.117724609375,-0.016494727909594074,0.2,0.025235049426555634,0.42774624,0.012810649,0.034344388090539725,100,0.0001
47.81,31,24576,0.62,12,768,-1.1973100505769252,0.020556640625,-0.004030581961706048,0.2,0.03333495557308197,0.3695507,0.0050491113,0.04587617598881479,110,0.0001
43.24,34,26624,0.58,13,765,-1.200435482338071,0.008203125,-0.0021212367239058947,0.2,0.0036662155762314796,0.3165871,0.002176292,0.05409218573186081,120,0.0001
36.91,37,28672,0.64,14,763,-1.1176996681839229,0.04833984375,-0.010042496348614805,0.2,0.004709201864898205,0.44378138,0.0075604413,0.04647947644989472,130,0.0001
30.33,40,30720,0.64,15,761,-1.0735164344310761,0.0591796875,-0.006706015147210564,0.2,-0.012575376778841019,0.39294672,0.010035794,0.06200870161992498,140,0.0001
27.59,43,32768,0.42,16,759,-1.0085977368056773,0.023779296875,-0.003515728033380583,0.2,0.0006644986569881439,0.43105894,0.008252971,0.0596970236452762,150,0.0001
26.32,45,34816,0.6,17,758,-0.9973956858739257,0.138671875,-0.0115375214809319,0.2,0.015604261308908463,0.25003427,0.012448858,0.10077347606420517,160,0.0001
24.19,48,36864,0.68,18,757,-0.9456239182502031,0.021630859375,-0.004731063753570197,0.2,0.04576442390680313,0.32929802,0.008816982,0.07663277266547083,170,0.0001
22.49,51,38912,0.7,19,755,-0.8862642422318459,0.025732421875,-0.0037344083553762174,0.2,0.0058142878115177155,0.41832936,0.009099735,0.0626524078194052,180,0.0001
24.39,54,40960,0.84,20,754,-0.8562878789380193,0.002587890625,-0.0012468562767026015,0.2,0.0671686977148056,0.36740476,0.0029110946,0.07567781639518216,190,0.0001
24.03,57,43008,0.56,21,753,-0.8139766259118915,0.039404296875,-0.005446667734213406,0.2,0.003467307426035404,0.52227914,0.0066613555,0.04541701511770953,200,0.0001
22.53,59,45056,0.84,22,752,-0.8047302637249232,0.108447265625,-0.009093014916288666,0.2,0.04938024282455444,0.23657078,0.014523653,0.10175131544237956,210,0.0001
23.2,62,47104,0.8,23,751,-0.7612504199147224,0.076611328125,-0.007599761777964886,0.2,0.03572244942188263,0.460927,0.012579769,0.0516095805214718,220,0.0001
24.02,65,49152,0.84,24,750,-0.7079832876101136,0.057275390625,-0.005846573997405358,0.2,0.03618446737527847,0.38763624,0.008262835,0.063679547078209,230,0.0001
23.76,68,51200,0.86,25,749,-0.6725175449624657,0.012353515625,-0.0026471755125385245,0.2,0.0022795163094997406,0.42062473,0.0023239776,0.05328996912576258,240,0.0001
22.75,71,53248,0.82,26,749,-0.6496752433478832,0.013134765625,-0.0018253646143421066,0.2,0.020412202924489975,0.4510945,0.0054784995,0.05314800948835909,250,0.0001
22.45,73,55296,0.8,27,748,-0.6374386807903647,0.035693359375,-0.002920220647501992,0.2,0.022576186805963516,0.37853807,0.0045751655,0.06417407510452904,260,0.0001
23.28,76,57344,0.82,28,748,-0.6369460327550769,0.0044921875,-0.0011727773831808007,0.2,0.018948161974549294,0.39197457,0.0045202775,0.062435811280738565,270,0.0001
20.1,79,59392,0.8,29,747,-0.6404536843299866,0.02392578125,-0.0021050196373835206,0.2,0.03340044617652893,0.45079106,0.00659311,0.05380703061237,280,0.0001
21.22,82,61440,0.82,30,746,-0.6131779555231333,0.017041015625,-0.0028178504908282775,0.2,0.006738931871950626,0.44811076,0.0053151776,0.06077874600305222,290,0.0001
23.51,85,63488,0.94,31,746,-0.5898302286863327,0.02568359375,-0.002677983429748565,0.2,0.03143713250756264,0.40952712,0.0064513255,0.06283141426392831,300,0.0001
23.84,87,65536,0.9,32,745,-0.6038752298802137,0.075537109375,-0.0036398606331204063,0.2,0.018689531832933426,0.5428374,0.005658188,0.030975319587741978,310,0.0001
22.19,90,67584,0.88,33,745,-0.5864688292145729,0.028369140625,-0.0019016049089259468,0.2,0.023187849670648575,0.45976907,0.00612076,0.04752744602737948,320,0.0001
23.99,93,69632,0.8,34,745,-0.5502635798417032,0.094482421875,-0.0073274489543109665,0.2,0.02411397360265255,0.5130131,0.008027048,0.046664201514795424,330,0.0001
22.43,96,71680,0.86,35,744,-0.57989905718714,0.05107421875,-0.002324052517360542,0.2,0.025686688721179962,0.33749318,0.00562347,0.06937168482108973,340,0.0001
24.47,99,73728,0.92,36,744,-0.5806034918874502,0.004248046875,-0.0009122784373175819,0.2,0.01715957559645176,0.45811254,0.001846238,0.04969260178040713,350,0.0001
23.44,101,75776,0.9,37,744,-0.5468411583453416,0.006640625,-0.0011657634404400596,0.2,0.007271371781826019,0.53963447,0.0022711095,0.03788156735827215,360,0.0001
22.26,104,77824,0.92,38,743,-0.5203120104968548,0.02001953125,-0.001853980275336653,0.2,0.02063871920108795,0.52645254,0.005053603,0.040909011795884,370,0.0001
22.98,107,79872,0.88,39,743,-0.5175717310979963,0.023291015625,-0.002088759899197612,0.2,0.029552282765507698,0.5181799,0.0036322004,0.04103288403130136,380,0.0001
21.44,110,81920,0.84,40,742,-0.5206339658237994,0.0091796875,-0.0008186375504010357,0.2,0.009340822696685791,0.3720488,0.0048773373,0.05451174836489372,390,0.0001
21.08,113,83968,0.96,41,742,-0.5140905786305666,0.001904296875,-0.00034758416513795963,0.2,0.035504937171936035,0.35424793,0.00023630666,0.06487522819079458,400,0.0001
22.89,115,86016,0.92,42,742,-0.487790616042912,0.0861328125,-0.007368153070274275,0.2,-0.011762124486267567,0.54617584,0.008348466,0.033867148114950396,410,0.0001
21.1,118,88064,0.9,43,742,-0.4991231974214315,0.026123046875,-0.001909808372874977,0.2,0.02411617897450924,0.38922358,0.0039307876,0.05045110713690519,420,0.0001
21.83,121,90112,0.96,44,741,-0.49318432305008175,0.008740234375,-0.001372369206364965,0.2,0.0077302418649196625,0.49063355,0.0014838399,0.044267340691294524,430,0.0001
21.23,124,92160,0.9,45,741,-0.4876352960243821,0.034423828125,-0.004352219797146973,0.2,-0.005637252703309059,0.47913367,0.00793544,0.03976111924275756,440,0.0001
21.84,127,94208,0.8,46,741,-0.49867066768929363,0.011279296875,-0.0007719523862760979,0.2,0.040243230760097504,0.44609058,0.0015112231,0.04898956788820215,450,0.0001
20.81,129,96256,0.9,47,741,-0.501005458459258,0.012744140625,-0.001932303841749672,0.2,0.007817447185516357,0.36911917,0.002467313,0.06426333973067813,460,0.0001
22.76,132,98304,0.86,48,740,-0.5350613840855658,0.011669921875,-0.0009535731973301153,0.2,0.0005954690277576447,0.4450137,0.0047665955,0.049737401062157,470,0.0001
23.13,135,100352,0.92,49,740,-0.5661402501165866,0.0373046875,-0.0032659964483173097,0.2,0.056435540318489075,0.5189109,0.034951184,0.04595087368506938,480,0.0001
20.89,138,102400,0.84,50,740,-0.564148529060185,0.043701171875,-0.0018534266979258972,0.2,0.021845607087016106,0.4113775,0.015023671,0.04808596165967174,490,0.0001
22.91,141,104448,0.8,51,740,-0.547921359911561,0.0,-0.00018196815362898634,0.2,0.00021625123918056488,0.38932258,0.0019778055,0.058868793019792066,500,0.0001
23.29,143,106496,0.98,52,740,-0.5645143723115325,0.03916015625,-0.001516630208789138,0.2,0.006204100325703621,0.33643782,0.00427147,0.06550965193891897,510,0.0001
22.32,146,108544,0.86,53,740,-0.5545842552557587,0.01044921875,-0.0009030806337250397,0.2,0.0038569876924157143,0.57049096,0.0016304557,0.030340871796943246,520,0.0001
23.02,149,110592,0.92,54,740,-0.5456709878519177,0.00654296875,-0.00018833266003639437,0.2,0.043278537690639496,0.36357147,0.0028314847,0.061116048140684144,530,0.0001
22.17,152,112640,0.9,55,739,-0.5153280884958804,0.0837890625,-0.007658907599397935,0.2,0.028538165614008904,0.5466084,0.008290848,0.03351022546703462,540,0.0001
21.83,155,114688,0.96,56,739,-0.5667812793515623,0.0359375,-0.0019607253227150066,0.2,0.01706228405237198,0.43498498,0.006251812,0.04957425202592276,550,0.0001
